snapshot_date,product_id,customer_id,site_id,week,baseline_qty,promo_uplift_qty,final_forecast_qty,actual_qty
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-04,220,0,220,199.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-11,220,0,220,204.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-18,220,0,220,263.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-25,220,0,220,251.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-01,200,0,200,201.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-08,200,0,200,195.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-15,200,0,200,193.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-22,200,0,200,209.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-29,200,0,200,227.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-06,210,0,210,218.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-13,210,0,210,214.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-20,210,0,210,253.0
2025-07-28,NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-27,210,0,210,181.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-04,178,0,178,223.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-11,178,0,178,210.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-18,178,0,178,187.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-25,178,0,178,206.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-01,162,0,162,125.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-08,162,0,162,118.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-15,162,0,162,163.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-22,162,0,162,191.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-29,162,0,162,183.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-06,170,0,170,223.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-13,170,0,170,185.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-20,170,0,170,217.0
2025-07-28,NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-27,170,0,170,165.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-08-04,138,0,138,139.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-08-11,138,0,138,164.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-08-18,138,0,138,166.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-08-25,138,0,138,156.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-09-01,125,0,125,146.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-09-08,125,0,125,143.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-09-15,125,0,125,161.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-09-22,125,0,125,143.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-09-29,125,0,125,147.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-10-06,131,0,131,138.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-10-13,131,0,131,146.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-10-20,131,0,131,150.0
2025-07-28,NWO-1001,CUST_NEST,DC_NORTH,2025-10-27,131,0,131,173.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-08-04,168,0,168,154.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-08-11,168,0,168,220.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-08-18,168,0,168,169.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-08-25,168,0,168,133.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-09-01,153,0,153,158.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-09-08,153,0,153,163.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-09-15,153,0,153,179.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-09-22,153,0,153,154.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-09-29,153,0,153,178.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-10-06,161,0,161,240.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-10-13,161,0,161,152.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-10-20,161,0,161,204.0
2025-07-28,NWO-1001,CUST_STREAM,DC_WEST,2025-10-27,161,0,161,179.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-08-04,113,0,113,112.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-08-11,113,0,113,129.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-08-18,113,0,113,142.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-08-25,113,0,113,125.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-09-01,103,0,103,108.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-09-08,103,0,103,142.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-09-15,103,0,103,101.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-09-22,103,0,103,113.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-09-29,103,0,103,115.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-10-06,108,0,108,92.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-10-13,108,0,108,124.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-10-20,108,0,108,165.0
2025-07-28,NWO-1001,CUST_DIRECT,DC_WEST,2025-10-27,108,0,108,141.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-08-04,209,0,209,255.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-08-11,209,0,209,237.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-08-18,209,0,209,224.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-08-25,209,0,209,200.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-09-01,190,0,190,224.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-09-08,190,0,190,198.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-09-15,190,0,190,142.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-09-22,190,0,190,221.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-09-29,190,0,190,153.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-10-06,200,0,200,185.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-10-13,200,0,200,259.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-10-20,200,0,200,226.0
2025-07-28,NWO-1002,CUST_MEGA,DC_SOUTH,2025-10-27,200,0,200,183.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-08-04,177,0,177,190.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-08-11,177,0,177,162.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-08-18,177,0,177,195.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-08-25,177,0,177,165.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-09-01,161,0,161,153.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-09-08,161,0,161,157.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-09-15,161,0,161,172.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-09-22,161,0,161,194.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-09-29,161,0,161,170.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-10-06,169,0,169,187.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-10-13,169,0,169,174.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-10-20,169,0,169,150.0
2025-07-28,NWO-1002,CUST_CLUB,DC_SOUTH,2025-10-27,169,0,169,214.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-08-04,140,0,140,166.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-08-11,140,0,140,190.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-08-18,140,0,140,148.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-08-25,140,0,140,141.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-09-01,127,0,127,131.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-09-08,127,0,127,117.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-09-15,127,0,127,126.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-09-22,127,0,127,105.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-09-29,127,0,127,121.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-10-06,133,0,133,134.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-10-13,133,0,133,122.0
2025-07-28,NWO-1002,CUST_NEST,DC_NORTH,2025-10-20,133,0,133,163.0
